id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,zipcode,lat,long,dormitory_type,preco_compra,preco_venda,lucro
3869900139,2015-01-07,3,2.25,1590,926,3.0,0,98136,47.5402,-122.387,house,436455.0,567391.5,130936.5
2487700274,2015-03-09,2,3.0,1460,1452,2.0,0,98136,47.5224,-122.39,apartment,393300.0,511290.0,117990.0
7625702967,2014-06-09,3,2.5,1720,1715,2.0,0,98136,47.5481,-122.384,house,358200.0,465660.0,107460.0
9396700024,2014-07-31,2,2.5,1233,1244,2.0,0,98136,47.5533,-122.381,apartment,324000.0,421200.0,97200.0
9396700028,2014-07-22,2,2.5,1278,987,2.0,0,98136,47.5532,-122.381,apartment,322200.0,418860.0,96660.0
7625702451,2015-01-06,3,2.0,1480,800,2.0,0,98136,47.5492,-122.387,house,413100.0,537030.0,123930.0
7625703354,2014-07-30,3,2.25,1430,800,2.0,0,98136,47.5477,-122.388,house,345600.0,449280.0,103680.0
7625702437,2015-01-15,3,2.5,1350,874,3.0,0,98136,47.5491,-122.387,house,350100.0,455130.0,105030.0
2461900492,2014-05-11,3,2.5,1370,1350,2.0,0,98136,47.5534,-122.382,house,331200.0,430560.0,99360.0
7625702901,2015-03-11,2,1.0,970,3279,2.0,0,98136,47.5469,-122.383,apartment,272574.0,354346.2,81772.2
2810100007,2015-05-06,3,2.25,1250,811,3.0,0,98136,47.5419,-122.388,house,377955.0,491341.5,113386.5
3524039228,2014-07-23,3,2.0,1160,3441,1.0,0,98136,47.5314,-122.392,house,354600.0,460980.0,106380.0
3869900146,2014-10-30,2,1.0,840,892,2.0,0,98136,47.5396,-122.387,apartment,275850.0,358605.0,82755.0
7625703007,2014-10-14,2,1.5,830,1325,2.0,0,98136,47.5472,-122.384,apartment,244003.5,317204.55,73201.05
3869900150,2015-04-27,2,1.75,1030,1106,2.0,0,98136,47.5397,-122.387,apartment,310500.0,403650.0,93150.0
7625702264,2015-04-27,2,2.0,1110,1155,3.0,0,98136,47.5496,-122.388,apartment,359100.0,466830.0,107730.0
7625703357,2015-02-27,2,2.25,1300,2104,2.0,0,98136,47.5477,-122.388,apartment,355455.0,462091.5,106636.5
7625702431,2014-07-16,3,2.5,1350,874,3.0,0,98136,47.549,-122.387,house,350550.0,455715.0,105165.0
3869900036,2014-07-25,3,2.5,1420,814,2.0,0,98136,47.5429,-122.387,house,406170.0,528021.0,121851.0
7625702444,2014-05-10,3,2.5,1350,1250,3.0,0,98136,47.5491,-122.387,house,355455.0,462091.5,106636.5
2461900446,2014-10-23,3,2.0,1330,1042,2.0,0,98136,47.5522,-122.382,house,334800.0,435240.0,100440.0
2461900448,2014-06-16,3,2.0,1980,2674,3.0,0,98136,47.5524,-122.382,house,391500.0,508950.0,117450.0
7625702263,2014-06-12,3,3.5,1240,1666,2.0,0,98136,47.5496,-122.388,house,361800.0,470340.0,108540.0
7625702441,2014-08-08,3,2.5,1350,886,3.0,0,98136,47.5491,-122.387,house,339750.0,441675.0,101925.0
7625702277,2015-03-31,2,2.0,1110,1095,3.0,0,98136,47.5494,-122.388,apartment,365400.0,475020.0,109620.0
5637500082,2014-12-03,3,2.0,1060,1184,2.0,0,98136,47.5443,-122.385,house,311400.0,404820.0,93420.0
1954400510,2015-02-18,3,2.0,1680,8080,1.0,0,98074,47.6168,-122.045,house,459000.0,596700.0,137700.0
6054650070,2014-10-07,3,1.75,1370,9680,1.0,0,98074,47.6127,-122.045,house,360000.0,468000.0,108000.0
5547700270,2014-07-15,4,2.5,2570,5520,2.0,0,98074,47.6145,-122.027,house,562500.0,731250.0,168750.0
1954440060,2014-05-05,3,2.5,1900,8744,2.0,0,98074,47.62,-122.043,house,504000.0,655200.0,151200.0
8677300550,2014-05-15,4,2.5,2240,12032,1.0,0,98074,47.6143,-122.017,house,533250.0,693225.0,159975.0
3325069129,2014-12-16,3,2.25,2100,40510,2.0,0,98074,47.6154,-122.047,house,472500.0,614250.0,141750.0
8651520400,2014-06-12,4,2.25,2180,7297,2.0,0,98074,47.6459,-122.058,house,549675.0,714577.5,164902.5
8077210350,2014-07-22,4,2.5,2210,9875,2.0,0,98074,47.6285,-122.025,house,575100.0,747630.0,172530.0
3575200070,2014-11-04,3,2.25,2060,31400,2.0,0,98074,47.6216,-122.056,house,504000.0,655200.0,151200.0
7715800570,2015-04-13,3,2.0,1010,7380,1.0,0,98074,47.6273,-122.062,house,346500.0,450450.0,103950.0
8651520510,2014-05-15,4,2.75,2550,7636,1.0,0,98074,47.6471,-122.06,house,524520.0,681876.0,157356.0
8961990160,2015-04-13,3,2.5,2080,4556,2.0,0,98074,47.6036,-122.014,house,510750.0,663975.0,153225.0
7504460200,2014-07-17,3,2.25,1760,11946,2.0,0,98074,47.624,-122.05,house,450000.0,585000.0,135000.0
8562900710,2014-07-11,3,3.0,2440,15540,2.0,0,98074,47.6104,-122.06,house,434700.0,565110.0,130410.0
8651580310,2014-05-28,3,2.25,2180,7741,2.0,0,98074,47.6482,-122.072,house,559024.2000000001,726731.4600000001,167707.26
8651520240,2014-07-28,4,2.0,1990,29078,2.0,0,98074,47.6471,-122.057,house,486000.0,631800.0,145800.0
1592000260,2015-02-17,3,2.25,2240,9314,2.0,0,98074,47.6216,-122.032,house,540000.0,702000.0,162000.0
7715800710,2014-07-22,4,2.5,1850,11250,1.5,0,98074,47.6264,-122.062,house,423000.0,549900.0,126900.0
6054650510,2014-06-09,3,1.75,1240,8050,1.0,0,98074,47.6108,-122.044,house,312300.0,405990.0,93690.0
3578400030,2014-07-18,4,2.25,2340,13383,1.0,0,98074,47.6211,-122.037,house,418500.0,544050.0,125550.0
3066400140,2014-06-20,4,2.5,2090,10306,2.0,0,98074,47.6304,-122.051,house,569250.0,740025.0,170775.0
8644400060,2014-10-29,3,2.5,2320,57063,1.0,0,98074,47.6163,-122.056,house,511200.0,664560.0,153360.0
3582500240,2014-05-14,3,1.75,2170,26460,1.0,0,98074,47.6147,-122.045,house,459000.0,596700.0,137700.0
8562900520,2014-06-12,5,3.5,3690,11928,2.0,0,98074,47.6108,-122.06,house,576000.0,748800.0,172800.0
8078460810,2014-12-10,4,2.5,2580,7465,2.0,0,98074,47.6319,-122.022,house,558000.0,725400.0,167400.0
7715801040,2015-02-21,3,2.0,1430,7125,1.0,0,98074,47.6256,-122.059,house,418500.0,544050.0,125550.0
7504020810,2014-10-20,5,2.25,2520,11700,2.0,0,98074,47.6322,-122.053,house,549000.0,713700.0,164700.0
6817810310,2014-06-12,3,1.0,1330,15678,1.0,0,98074,47.6355,-122.037,house,364500.0,473850.0,109350.0
8651511220,2014-12-17,3,2.5,1890,10190,2.0,0,98074,47.6478,-122.061,house,441000.0,573300.0,132300.0
8651500850,2015-03-17,4,1.75,2010,12044,1.0,0,98074,47.6446,-122.068,house,565020.0,734526.0,169506.0
7504400850,2014-05-21,4,2.25,2080,12007,1.0,0,98074,47.6259,-122.051,house,397800.0,517140.0,119340.0
3575302345,2014-12-08,4,2.75,2520,12500,2.0,0,98074,47.6225,-122.064,house,457650.0,594945.0,137295.0
7504010900,2014-09-26,3,2.25,2520,12000,1.0,0,98074,47.6381,-122.062,house,538650.0,700245.0,161595.0
1925069006,2014-12-03,1,0.75,530,33278,1.0,0,98074,47.6412,-122.079,studio,319500.0,415350.0,95850.0
8961990090,2014-06-24,3,2.5,2070,4132,2.0,0,98074,47.6036,-122.015,house,481500.0,625950.0,144450.0
1825069031,2014-08-14,4,1.75,2410,8447,2.0,0,98074,47.6499,-122.088,house,495000.0,643500.0,148500.0
1825069031,2014-10-16,4,1.75,2410,8447,2.0,0,98074,47.6499,-122.088,house,495000.0,643500.0,148500.0
1954430190,2014-08-08,4,2.75,2050,7171,1.0,0,98074,47.6194,-122.042,house,475200.0,617760.0,142560.0
6600220080,2015-02-04,3,1.5,1280,15028,1.0,0,98074,47.6304,-122.035,house,355500.0,462150.0,106650.0
8077200470,2014-07-18,4,2.5,2290,11072,2.0,0,98074,47.6283,-122.03,house,531000.0,690300.0,159300.0
3578401330,2014-07-18,3,1.75,1540,9154,1.0,0,98074,47.6207,-122.042,house,405000.0,526500.0,121500.0
7525000080,2014-05-02,3,1.75,2330,14892,1.0,0,98074,47.6267,-122.046,house,529650.0,688545.0,158895.0
6817800630,2014-05-16,3,1.75,1180,10541,1.0,0,98074,47.6348,-122.032,house,346500.0,450450.0,103950.0
6817801410,2014-06-24,3,2.0,1230,11413,1.0,0,98074,47.6321,-122.034,house,360000.0,468000.0,108000.0
1592000780,2014-05-23,3,2.5,2600,10092,1.0,0,98074,47.6223,-122.032,house,562500.0,731250.0,168750.0
8651510020,2014-08-27,3,2.25,2100,7335,2.0,0,98074,47.647,-122.061,house,442800.0,575640.0,132840.0
509000020,2014-11-18,3,2.5,2540,40106,2.0,0,98074,47.6037,-122.043,house,459000.0,596700.0,137700.0
1954420380,2015-03-30,3,2.25,1570,6810,1.0,0,98074,47.6176,-122.044,house,436500.0,567450.0,130950.0
1592000250,2014-10-13,4,2.75,2300,12633,2.0,0,98074,47.6218,-122.032,house,560700.0,728910.0,168210.0
9416400020,2014-08-27,3,2.75,2200,3885,2.0,0,98074,47.6171,-122.028,house,514800.0,669240.0,154440.0
6817800840,2015-03-25,2,1.5,1330,15873,1.0,0,98074,47.6359,-122.033,apartment,396000.0,514800.0,118800.0
3578400500,2014-12-09,3,2.25,2220,15757,1.0,0,98074,47.6212,-122.043,house,502200.0,652860.0,150660.0
3578401060,2014-12-16,3,2.25,1920,9672,2.0,0,98074,47.6233,-122.046,house,310500.0,403650.0,93150.0
3578401060,2015-05-04,3,2.25,1920,9672,2.0,0,98074,47.6233,-122.046,house,562500.0,731250.0,168750.0
1954400500,2014-06-25,3,2.5,1790,8144,2.0,0,98074,47.6169,-122.045,house,524700.0,682110.0,157410.0
1954420170,2014-05-21,3,2.5,2150,7484,2.0,0,98074,47.6191,-122.043,house,331425.0,430852.5,99427.5
1954420170,2014-11-13,3,2.5,2150,7484,2.0,0,98074,47.6191,-122.043,house,522000.0,678600.0,156600.0
1939120050,2015-03-03,4,2.5,2460,8029,2.0,0,98074,47.6262,-122.03,house,574425.0,746752.5,172327.5
1954440050,2014-07-25,4,2.5,2050,8683,2.0,0,98074,47.62,-122.043,house,495000.0,643500.0,148500.0
8078440050,2014-07-30,4,2.5,2340,8248,2.0,0,98074,47.6314,-122.03,house,512550.0,666315.0,153765.0
3578401700,2014-07-01,3,1.75,2050,9580,1.0,0,98074,47.6212,-122.038,house,486000.0,631800.0,145800.0
8651510420,2014-12-11,3,2.0,2070,10023,1.0,0,98074,47.6492,-122.062,house,441000.0,573300.0,132300.0
6600220380,2014-05-31,5,2.75,2080,13189,2.0,0,98074,47.6288,-122.031,house,484999.2,630498.9600000001,145499.76
8078400010,2014-11-18,4,2.25,2240,8376,1.0,0,98074,47.6323,-122.029,house,477000.0,620100.0,143100.0
7504001440,2014-09-15,2,1.75,1910,12142,1.0,0,98074,47.6276,-122.053,apartment,391500.0,508950.0,117450.0
7504010780,2014-12-26,4,2.25,2260,11900,2.0,0,98074,47.6415,-122.057,house,544500.0,707850.0,163350.0
3575302575,2014-08-11,3,2.5,2160,7500,1.0,0,98074,47.6188,-122.064,house,479250.0,623025.0,143775.0
8651510380,2014-08-21,3,2.0,2070,9195,1.0,0,98074,47.6491,-122.061,house,279000.0,362700.0,83700.0
8651510380,2014-12-16,3,2.0,2070,9195,1.0,0,98074,47.6491,-122.061,house,485100.0,630630.0,145530.0
8635760480,2015-01-27,3,2.5,2330,3610,2.0,0,98074,47.6022,-122.021,house,426577.5,554550.75,127973.25
2872900050,2014-10-07,3,2.5,1450,8064,1.0,0,98074,47.6256,-122.037,house,360000.0,468000.0,108000.0
2872900280,2015-04-06,4,2.25,3040,10283,1.0,0,98074,47.6268,-122.038,house,486000.0,631800.0,145800.0
1954440080,2015-01-29,3,2.5,1830,8022,2.0,0,98074,47.6198,-122.044,house,478800.0,622440.0,143640.0
8078410280,2015-05-04,3,2.5,1980,9061,2.0,0,98074,47.6366,-122.029,house,495000.0,643500.0,148500.0
6817801150,2015-03-30,4,2.5,2160,10987,1.0,0,98074,47.6333,-122.034,house,499500.0,649350.0,149850.0
3578401760,2014-08-20,3,2.0,1320,10720,2.0,0,98074,47.6203,-122.037,house,353700.0,459810.0,106110.0
3578400780,2015-03-27,3,2.0,1720,10098,1.0,0,98074,47.6231,-122.043,house,457920.0,595296.0,137376.0
1785400780,2015-04-15,3,2.25,2120,18255,1.0,0,98074,47.6279,-122.037,house,495000.0,643500.0,148500.0
1954420420,2015-03-13,3,1.75,1470,6018,1.0,0,98074,47.6171,-122.044,house,431100.0,560430.0,129330.0
7504400290,2015-03-05,5,2.5,3470,12003,2.0,0,98074,47.624,-122.048,house,539100.0,700830.0,161730.0
7527000090,2014-08-14,4,1.75,2260,19500,1.0,0,98074,47.6555,-122.086,house,486000.0,631800.0,145800.0
8078410210,2014-06-16,4,2.25,2170,7737,2.0,0,98074,47.637,-122.029,house,509400.0,662220.0,152820.0
3575303970,2014-07-16,3,1.0,1010,7500,1.0,0,98074,47.6169,-122.062,house,306000.0,397800.0,91800.0
3325069025,2015-05-08,3,1.0,2000,21780,1.0,0,98074,47.6064,-122.039,house,450000.0,585000.0,135000.0
3575304895,2014-09-23,5,2.75,2400,15781,1.0,0,98074,47.622,-122.059,house,365895.0,475663.5,109768.5
7504001080,2015-03-04,4,2.5,2940,12600,1.0,0,98074,47.6294,-122.062,house,531000.0,690300.0,159300.0
8677300720,2014-06-17,4,2.5,2490,12929,2.0,0,98074,47.6161,-122.021,house,554400.0,720720.0,166320.0
8562901250,2014-08-27,4,2.75,2210,10800,1.0,0,98074,47.6086,-122.059,house,464400.0,603720.0,139320.0
6902000100,2014-09-15,3,1.75,2420,65501,2.0,0,98074,47.6525,-122.087,house,450000.0,585000.0,135000.0
8635760330,2015-04-13,3,2.5,1820,2935,2.0,0,98074,47.6018,-122.021,house,410400.0,533520.0,123120.0
1785400300,2014-08-21,3,2.0,1640,15258,1.0,0,98074,47.6301,-122.037,house,472500.0,614250.0,141750.0
6600220150,2015-03-10,4,2.5,2230,14694,1.0,0,98074,47.6305,-122.034,house,494955.0,643441.5,148486.5
3066410850,2014-07-09,4,2.5,2720,10006,2.0,0,98074,47.6295,-122.042,house,535455.0,696091.5,160636.5
3325069060,2014-09-12,3,1.75,1920,43560,1.0,0,98074,47.6052,-122.044,house,459000.0,596700.0,137700.0
1939050110,2015-01-13,3,2.25,1440,15661,1.0,0,98074,47.6225,-122.038,house,450000.0,585000.0,135000.0
7504001340,2014-08-29,3,3.0,1850,12556,2.0,0,98074,47.6286,-122.053,house,508500.0,661050.0,152550.0
8644400040,2014-07-29,4,2.25,2510,31584,2.0,0,98074,47.6153,-122.054,house,544500.0,707850.0,163350.0
7715801030,2015-03-31,4,2.5,1620,8125,2.0,0,98074,47.6255,-122.059,house,459000.0,596700.0,137700.0
9186300060,2014-09-16,5,3.25,3710,34200,2.0,0,98074,47.6101,-122.047,house,571500.0,742950.0,171450.0
8078440140,2014-10-09,3,2.5,2130,7199,2.0,0,98074,47.6331,-122.027,house,491850.0,639405.0,147555.0
1592000640,2014-11-19,3,2.25,2180,9246,2.0,0,98074,47.6215,-122.031,house,513000.0,666900.0,153900.0
6600220550,2014-06-26,3,1.75,1440,11787,1.0,0,98074,47.6276,-122.033,house,445500.0,579150.0,133650.0
8078460070,2014-06-09,3,2.5,2140,8925,2.0,0,98074,47.6314,-122.027,house,576000.0,748800.0,172800.0
3578400270,2014-06-23,3,1.75,1300,12731,1.0,0,98074,47.6236,-122.04,house,387000.0,503100.0,116100.0
8961970560,2014-08-11,4,2.5,2670,5895,2.0,0,98074,47.6066,-122.016,house,542700.0,705510.0,162810.0
1954400060,2014-05-06,3,2.5,1790,7167,2.0,0,98074,47.6176,-122.045,house,463500.0,602550.0,139050.0
7715801090,2014-07-25,3,2.5,1430,9240,2.0,0,98074,47.6258,-122.058,house,386100.0,501930.0,115830.0
8078460320,2014-11-18,4,2.5,2350,7245,2.0,0,98074,47.6318,-122.023,house,538965.0,700654.5,161689.5
8651500710,2014-11-06,4,2.5,2260,9696,1.0,0,98074,47.643,-122.066,house,547830.0,712179.0,164349.0
8562900310,2014-06-13,3,1.75,2350,20820,1.0,0,98074,47.6095,-122.059,house,553500.0,719550.0,166050.0
3575302397,2014-11-13,3,2.5,1910,11550,1.5,0,98074,47.6213,-122.064,house,522000.0,678600.0,156600.0
1954430390,2014-07-07,4,2.5,2400,6137,2.0,0,98074,47.6187,-122.04,house,517500.0,672750.0,155250.0
7504400710,2015-04-27,4,1.75,2380,15324,1.0,0,98074,47.6262,-122.049,house,378000.0,491400.0,113400.0
6817800510,2014-06-05,3,1.5,1180,12324,1.0,0,98074,47.6337,-122.032,house,335250.0,435825.0,100575.0
8651480550,2014-06-23,3,2.5,2260,10153,2.0,0,98074,47.641,-122.068,house,540000.0,702000.0,162000.0
8078460520,2014-09-23,4,2.5,2410,7140,2.0,0,98074,47.6329,-122.021,house,547200.0,711360.0,164160.0
7504180070,2014-11-11,3,1.5,1560,20251,1.0,0,98074,47.619,-122.054,house,577000.0,750100.0,173100.0
7715800310,2014-08-21,2,2.25,1510,7280,2.0,0,98074,47.6264,-122.058,apartment,398250.0,517725.0,119475.0
2872900390,2014-08-14,3,2.25,1810,8158,1.0,0,98074,47.6258,-122.038,house,456300.0,593190.0,136890.0
7504020400,2015-01-27,4,2.25,2360,15860,1.0,0,98074,47.6307,-122.051,house,553500.0,719550.0,166050.0
3575301550,2015-04-07,3,2.75,1620,7500,1.0,0,98074,47.6175,-122.065,house,560000.0,728000.0,168000.0
8078450340,2015-02-11,4,2.5,2090,6926,2.0,0,98074,47.6339,-122.022,house,495000.0,643500.0,148500.0
6817801040,2014-08-21,2,1.0,1280,12086,1.0,0,98074,47.634,-122.033,apartment,396000.0,514800.0,118800.0
7715800390,2014-11-10,3,2.25,1520,14080,2.0,0,98074,47.6273,-122.059,house,402300.0,522990.0,120690.0
7504400400,2014-10-29,4,2.5,3220,14463,2.0,0,98074,47.6261,-122.047,house,567000.0,737100.0,170100.0
2225069062,2015-04-15,3,2.5,1900,18414,2.0,0,98074,47.6326,-122.015,house,497497.5,646746.75,149249.25
8078430030,2014-07-16,3,2.5,1960,9686,1.0,0,98074,47.6339,-122.026,house,504000.0,655200.0,151200.0
3575200030,2014-07-29,4,2.25,2420,59800,1.0,0,98074,47.6206,-122.056,house,494100.0,642330.0,148230.0
3578400710,2015-02-06,3,2.0,1010,14183,1.0,0,98074,47.6232,-122.043,house,351000.0,456300.0,105300.0
1954420230,2015-03-10,3,2.5,2030,7549,1.0,0,98074,47.6187,-122.044,house,506250.0,658125.0,151875.0
6646200770,2014-07-24,4,2.5,2410,15899,2.0,0,98074,47.6242,-122.04,house,549000.0,713700.0,164700.0
7504200120,2014-06-13,3,2.0,1910,5040,1.5,0,98074,47.6312,-122.061,house,387000.0,503100.0,116100.0
8651510610,2014-06-26,3,1.75,1520,11085,1.0,0,98074,47.646,-122.068,house,428022.0,556428.6,128406.59999999999
7504001320,2014-11-21,3,2.5,2420,11953,1.0,0,98074,47.6285,-122.054,house,513000.0,666900.0,153900.0
8078420230,2014-05-30,3,2.5,1950,9906,2.0,0,98074,47.6363,-122.025,house,477000.0,620100.0,143100.0
3575302245,2015-04-23,3,3.5,2150,4368,2.0,0,98074,47.6213,-122.065,house,450000.0,585000.0,135000.0
7504100910,2014-10-06,3,2.5,2400,12546,1.0,0,98074,47.6317,-122.041,house,481500.0,625950.0,144450.0
2561320120,2014-08-11,3,2.0,1350,10200,1.0,0,98074,47.6159,-122.05,house,329400.0,428220.0,98820.0
8635751120,2014-05-19,4,2.5,2460,4200,2.0,0,98074,47.6031,-122.021,house,549900.0,714870.0,164970.0
6817800220,2014-08-29,3,2.0,1520,11067,1.0,0,98074,47.6326,-122.033,house,391410.0,508833.0,117423.0
7504400620,2015-04-13,3,2.0,1800,12440,1.0,0,98074,47.6254,-122.05,house,376650.0,489645.0,112995.0
6817800730,2015-01-08,2,1.5,1280,11071,1.0,0,98074,47.6351,-122.033,apartment,347850.0,452205.0,104355.0
8562900180,2014-05-09,3,1.75,1750,11340,1.0,0,98074,47.6099,-122.058,house,442170.0,574821.0,132651.0
1939120540,2014-07-22,3,2.5,2390,8315,2.0,0,98074,47.6271,-122.028,house,576000.0,748800.0,172800.0
7504400120,2014-09-19,4,1.75,2570,12039,1.0,0,98074,47.626,-122.048,house,445500.0,579150.0,133650.0
8635760040,2014-10-08,3,2.5,1770,3993,2.0,0,98074,47.6027,-122.02,house,378000.0,491400.0,113400.0
8651540040,2014-07-18,3,2.25,1920,10961,2.0,0,98074,47.6432,-122.057,house,494100.0,642330.0,148230.0
1954430180,2015-01-05,3,2.5,1680,7385,2.0,0,98074,47.6194,-122.041,house,436500.0,567450.0,130950.0
8077200360,2014-11-12,4,2.5,3030,6813,2.0,0,98074,47.6296,-122.029,house,502078.5,652702.05,150623.55
7525050150,2014-06-13,3,2.25,1580,12177,1.0,0,98074,47.6254,-122.045,house,427500.0,555750.0,128250.0
8562901830,2014-08-05,4,2.25,2490,10720,1.0,0,98074,47.6137,-122.06,house,409320.0,532116.0,122796.0
6817810190,2014-07-01,3,2.0,1240,11172,1.0,0,98074,47.6364,-122.037,house,360900.0,469170.0,108270.0
7504021310,2014-05-06,3,2.5,2970,11985,1.0,0,98074,47.6359,-122.052,house,472500.0,614250.0,141750.0
6646200420,2015-01-02,4,2.5,2020,8044,2.0,0,98074,47.6247,-122.043,house,569700.0,740610.0,170910.0
7504180170,2014-07-07,3,2.25,1450,19206,2.0,0,98074,47.62,-122.052,house,369000.0,479700.0,110700.0
5706300020,2014-11-25,3,2.25,1620,12309,2.0,0,98074,47.6188,-122.029,house,425700.0,553410.0,127710.0
7504010480,2015-04-17,4,2.25,2110,11155,2.0,0,98074,47.6386,-122.058,house,542700.0,705510.0,162810.0
7715800430,2014-11-04,3,2.5,1870,9135,1.0,0,98074,47.6269,-122.06,house,451800.0,587340.0,135540.0
1939110080,2014-09-26,4,2.5,2330,7936,2.0,0,98074,47.6269,-122.03,house,508500.0,661050.0,152550.0
3575305362,2014-12-15,3,1.75,1740,10000,1.0,0,98074,47.617,-122.058,house,465300.0,604890.0,139590.0
8653600050,2015-02-25,3,1.75,1850,22767,1.5,0,98074,47.6144,-122.067,house,572000.0,743600.0,171600.0
3575302880,2014-11-10,3,2.0,970,10000,1.0,0,98074,47.6205,-122.063,house,339300.0,441090.0,101790.0
2561340020,2014-08-04,3,1.75,1780,11096,1.0,0,98074,47.617,-122.051,house,292500.0,380250.0,87750.0
2561340020,2015-02-17,3,1.75,1780,11096,1.0,0,98074,47.617,-122.051,house,450000.0,585000.0,135000.0
1939130420,2014-07-15,4,2.5,2500,7417,2.0,0,98074,47.6251,-122.026,house,576000.0,748800.0,172800.0
8078400020,2015-02-23,3,2.25,1570,8111,2.0,0,98074,47.6324,-122.028,house,436500.0,567450.0,130950.0
2872900010,2015-04-14,3,1.5,1090,9862,1.0,0,98074,47.6256,-122.036,house,344250.0,447525.0,103275.0
3578400670,2014-09-24,3,2.0,1010,21340,1.0,0,98074,47.6223,-122.043,house,318600.0,414180.0,95580.0
3066410080,2014-09-17,3,2.5,2520,10223,2.0,0,98074,47.631,-122.042,house,531000.0,690300.0,159300.0
8078430480,2014-08-06,4,2.5,2040,7412,2.0,0,98074,47.6347,-122.026,house,490500.0,637650.0,147150.0
8635750980,2014-07-14,4,2.5,2640,4200,2.0,0,98074,47.6038,-122.02,house,513000.0,666900.0,153900.0
8651520420,2014-06-06,3,2.0,2260,9568,1.0,0,98074,47.6457,-122.058,house,485100.0,630630.0,145530.0
3575304017,2014-08-22,3,1.0,1010,7500,1.0,0,98074,47.6172,-122.061,house,283500.0,368550.0,85050.0
3575302938,2014-06-20,3,1.0,1460,10000,1.5,0,98074,47.6214,-122.063,house,364500.0,473850.0,109350.0
8635750950,2014-06-07,4,2.5,2460,4200,2.0,0,98074,47.6041,-122.02,house,511650.0,665145.0,153495.0
7504000290,2014-05-22,4,2.5,3240,13978,1.0,0,98074,47.6298,-122.057,house,572130.0,743769.0,171639.0
7504020670,2014-05-20,5,2.25,2890,12478,2.0,0,98074,47.6295,-122.052,house,538200.0,699660.0,161460.0
6646200280,2014-07-15,4,2.5,2350,6624,2.0,0,98074,47.6262,-122.045,house,505440.0,657072.0,151632.0
8651580660,2015-01-21,4,2.25,2210,8101,2.0,0,98074,47.6475,-122.07,house,558000.0,725400.0,167400.0
8078410250,2015-04-01,4,2.25,2090,8579,2.0,0,98074,47.6364,-122.03,house,491580.0,639054.0,147474.0
7504200250,2015-04-28,3,2.25,2330,3600,1.5,0,98074,47.631,-122.061,house,441000.0,573300.0,132300.0
7504180130,2014-07-01,3,2.25,1710,21485,2.0,0,98074,47.6198,-122.053,house,433800.0,563940.0,130140.0
8078430130,2015-04-07,3,2.25,1830,8276,1.0,0,98074,47.6336,-122.025,house,524700.0,682110.0,157410.0
1117300050,2015-03-27,3,2.0,1550,27003,1.5,0,98074,47.606,-122.056,house,483300.0,628290.0,144990.0
8651511060,2014-06-30,4,2.25,1980,15086,2.0,0,98074,47.647,-122.064,house,477000.0,620100.0,143100.0
8562901350,2014-08-12,3,3.5,2480,10800,2.0,0,98074,47.6083,-122.06,house,576000.0,748800.0,172800.0
3575302759,2014-08-06,2,1.75,1270,7500,1.0,0,98074,47.6186,-122.063,apartment,328500.0,427050.0,98550.0
1592000130,2014-11-14,3,2.5,2280,10879,2.0,0,98074,47.6217,-122.034,house,519750.0,675675.0,155925.0
2561330040,2015-03-23,3,2.25,1820,9694,1.0,0,98074,47.6157,-122.05,house,373500.0,485550.0,112050.0
8078430360,2014-12-16,3,2.5,1820,11012,2.0,0,98074,47.6358,-122.026,house,454500.0,590850.0,136350.0
1785400770,2014-08-25,4,2.25,1960,12436,2.0,0,98074,47.6276,-122.037,house,450000.0,585000.0,135000.0
3575302562,2014-11-13,3,1.5,1140,7500,1.0,0,98074,47.619,-122.064,house,320400.0,416520.0,96120.0
8651511250,2015-04-15,3,2.25,1960,10139,2.0,0,98074,47.6481,-122.061,house,544500.0,707850.0,163350.0
7504020610,2014-06-18,5,2.25,2480,12070,2.0,0,98074,47.631,-122.052,house,553500.0,719550.0,166050.0
1939100610,2014-06-23,4,2.5,2300,7989,2.0,0,98074,47.6273,-122.034,house,504000.0,655200.0,151200.0
8651511030,2014-10-02,3,1.75,2120,9146,1.0,0,98074,47.6475,-122.064,house,472500.0,614250.0,141750.0
6817801430,2015-03-05,3,2.0,1790,11430,1.0,0,98074,47.6319,-122.035,house,472500.0,614250.0,141750.0
7504460090,2014-07-25,3,2.25,1890,12236,1.0,0,98074,47.6232,-122.047,house,425700.0,553410.0,127710.0
6817801020,2014-08-21,3,1.5,1930,11092,1.0,0,98074,47.634,-122.033,house,427500.0,555750.0,128250.0
6817800910,2014-11-18,3,2.0,1690,16061,1.0,0,98074,47.6359,-122.035,house,413820.0,537966.0,124146.0
3578401770,2015-02-26,3,1.0,1410,9704,1.0,0,98074,47.6203,-122.036,house,360000.0,468000.0,108000.0
6600220090,2014-11-18,2,2.5,1620,14467,2.0,0,98074,47.6306,-122.035,apartment,427500.0,555750.0,128250.0
3578400910,2015-03-16,3,2.0,1010,12252,1.0,0,98074,47.6224,-122.045,house,360000.0,468000.0,108000.0
1785400210,2015-01-29,4,2.25,2190,15491,2.0,0,98074,47.6299,-122.039,house,471600.0,613080.0,141480.0
1939130730,2014-07-17,4,2.0,2260,8457,2.0,0,98074,47.6251,-122.03,house,571500.0,742950.0,171450.0
6600220300,2014-09-14,4,2.5,2230,12753,1.0,0,98074,47.6297,-122.033,house,540000.0,702000.0,162000.0
